PATH: D:\Program\dzh365(64)\data\SH\INFOEX.DAT
SIZE: 5252120
TOTAL_6DIGIT_CODES: 26610
UNIQUE_CODES: 26610

TOP 200 CODES BY FIRST OCCURRENCE:
0070: aa 7f a4 41 81 c8 c1 41 40 6d 3f 41 62 48 b5 41
0080: 00 00 00 00 b1 e8 2b 51 92 2d ad 4f 2f 0e 96 4f
0090: 00 00 00 00 78 53 a0 4f 28 09 8a 4f ab 25 03 51
00a0: dc 64 0d 50 00 00

=== CODE 000011 occurrence 1 at 2300 (context_start=2236) ===
0000: 6d 8e 84 4d a4 50 10 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 31 31 00 00 da 03 00 00 30 30 30 30
0050: 31 32 00 00 da 03 00 00 30 30 30 30 31 35 00 00
0060: da 03 00 80 da 27 35 01 16 27 35 01 00 00 00 00
0070: 51 f9 17 3d eb fd 5a 3f 00 00 00 00 00 00 00 00
0080: 00 00 00 00 00 00 00 00 22 b8 74 41 dc 44 77 41
0090: c4 15 a6 40 ad 47 98 41 00 00 00 00 34 05 34 50
00a0: 5c d8 56 4e e5 4a

=== CODE 000012 occurrence 1 at 2312 (context_start=2248) ===
0000: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 3f
0030: 00 00 00 00 30 30 30 30 31 31 00 00 da 03 00 00
0040: 30 30 30 30 31 32 00 00 da 03 00 00 30 30 30 30
0050: 31 35 00 00 da 03 00 80 da 27 35 01 16 27 35 01
0060: 00 00 00 00 51 f9 17 3d eb fd 5a 3f 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 22 b8 74 41
0080: dc 44 77 41 c4 15 a6 40 ad 47 98 41 00 00 00 00
0090: 34 05 34 50 5c d8 56 4e e5 4a 80 4e 00 00 00 00
00a0: 76 6f 6b 4e f0 af

=== CODE 000015 occurrence 1 at 2324 (context_start=2260) ===
0000: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 80 3f 00 00 00 00 30 30 30 30 31 31 00 00
0030: da 03 00 00 30 30 30 30 31 32 00 00 da 03 00 00
0040: 30 30 30 30 31 35 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 51 f9 17 3d eb fd 5a 3f
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 22 b8 74 41 dc 44 77 41 c4 15 a6 40 ad 47 98 41
0080: 00 00 00 00 34 05 34 50 5c d8 56 4e e5 4a 80 4e
0090: 00 00 00 00 76 6f 6b 4e f0 af b5 4e 30 4d 15 50
00a0: b1 45 dc 4e 00 00

=== CODE 000016 occurrence 1 at 2548 (context_start=2484) ===
0000: 96 ab 0c 4d 00 c8 a0 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 31 36 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 96 41 25 3e 78 5e 07 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 40 83 8b 41 37 78 e6 41 66 1a 0b 41 04 cb d2 41
0080: 00 00 00 00 7d b1 bd 50 4d 24 07 4f e7 74 f3 4e
0090: 00 00 00 00 7d 0f f0 4e a9 2a eb 4e d5 36 95 50
00a0: b9 52 84 4f 00 00

=== CODE 000017 occurrence 1 at 2772 (context_start=2708) ===
0000: 82 05 19 4d 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 31 37 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 14 ae 17 3e 9d d8 28 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: d0 0e c5 41 47 b7 b8 41 2a b0 25 41 15 1b a6 41
0080: 00 00 00 00 f3 4f 69 51 36 cf 37 50 27 7e f1 4f
0090: 00 00 00 00 34 e1 16 50 65 a7 c1 4f 69 6c 28 51
00a0: 50 e1 65 50 00 00

=== CODE 000018 occurrence 1 at 2996 (context_start=2932) ===
0000: fe a3 e0 4d f2 c6 82 49 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 31 38 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 d7 85 bf 3d a0 de a8 3f
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 0e 9f 0f 41 30 5a 0e 42 18 98 aa 41 f5 e0 01 42
0080: 00 00 00 00 d2 d7 e4 50 00 00 00 00 27 5a a6 4c
0090: 00 00 00 00 00 00 00 00 34 e7 39 4f 92 cb cc 50
00a0: 6c 55 24 4f 00 00

=== CODE 000019 occurrence 1 at 3220 (context_start=3156) ===
0000: 0c c6 05 4d 00 00 00 00 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 31 39 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 a1 47 1c 3e f5 2a 1d 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 99 0d cf 41 e9 ef 3d 41 52 38 9a 40 2b 86 c6 41
0080: 00 00 00 00 7c 24 c6 50 25 f6 80 4f 0f 6c 64 4f
0090: 00 00 00 00 07 22 61 4f 6a 04 e1 4e 26 c2 89 50
00a0: 51 21 cd 4f 00 00

=== CODE 000020 occurrence 1 at 3444 (context_start=3380) ===
0000: 55 de 42 4d 79 94 b7 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 30 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 a2 7b f6 3d 1c cf 5e 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 82 ca 55 42 f1 73 ec 41 cb 22 53 41 e1 6b df 41
0080: 00 00 00 00 d1 7b fd 4e 13 91 89 4e 8d 88 ca 4d
0090: 00 00 00 00 64 f7 1a 4e 25 f1 08 4d cf a1 63 4e
00a0: 3a 7b 87 4e 00 00

=== CODE 000021 occurrence 1 at 3668 (context_start=3604) ===
0000: 46 91 e0 4b a9 2e 3e 48 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 31 00 00 da 03 00 80 da 27 35 01
0050: 16 27 35 01 00 00 00 00 29 b4 1c 3e 97 56 18 40
0060: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0070: 4b 2a c5 41 81 98 4a 41 da 2b 9d 40 af 62 c4 41
0080: 00 00 00 00 e8 64 be 50 65 d0 5e 4f 7e 99 56 4f
0090: 00 00 00 00 7c 51 4f 4f ce ec d6 4e 51 a6 86 50
00a0: 0f b2 bb 4f 00 00

=== CODE 000022 occurrence 1 at 3892 (context_start=3828) ===
0000: 7b 99 34 4d 80 60 8d 47 00 00 00 00 00 00 00 00
0010: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0020: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
0030: 00 00 00 00 00 00 00 00 00 00 80 3f 00 00 00 00
0040: 30 30 30 30 32 32 00 00 da 03 00 00 30 30 30 30
0050: 32 35 00 00 da 03 00 80 da 27 35 01 16 27 35 01
0060: 00 00 00 00 79 95 55 3e 09 44 87 40 00 00 00 00
0070: 00 00 00 00 00 00 00 00 00 00 00 00 06 80 3b 42
0080: 95 66 24 c1 f4 a3 af bf 55 ab d7 41 00 00 00 00
